Reading,Receive,Value,Unit,Data Quality
2021-09-15 10:56:41,2021-09-15 10:56:50,0.00,in,A
2021-09-15 04:56:39,2021-09-15 04:56:50,0.00,in,A
2021-09-14 22:56:38,2021-09-14 22:56:50,0.00,in,A
2021-09-14 16:56:37,2021-09-14 16:56:50,0.00,in,A
2021-09-14 10:56:36,2021-09-14 10:56:50,0.00,in,A
2021-09-14 06:53:08,2021-09-14 06:53:20,0.04,in,A
2021-09-14 04:56:36,2021-09-14 04:56:50,0.00,in,A
2021-09-13 23:35:31,2021-09-13 23:35:50,0.04,in,A
2021-09-13 16:56:34,2021-09-13 16:56:50,0.00,in,A
2021-09-13 10:56:33,2021-09-13 10:56:50,0.00,in,A
2021-09-13 04:56:32,2021-09-13 04:56:50,0.00,in,A
2021-09-12 22:56:32,2021-09-12 22:56:35,0.00,in,A
2021-09-12 16:56:31,2021-09-12 16:56:50,0.00,in,A
2021-09-12 10:56:31,2021-09-12 10:56:50,0.00,in,A
2021-09-12 04:56:29,2021-09-12 04:56:50,0.00,in,A
2021-09-11 16:56:27,2021-09-11 16:56:50,0.00,in,A
2021-09-11 10:56:26,2021-09-11 10:56:36,0.00,in,A
2021-09-11 04:56:26,2021-09-11 04:56:35,0.00,in,A
2021-09-10 22:56:26,2021-09-10 22:56:35,0.00,in,A
2021-09-10 16:56:25,2021-09-10 16:56:35,0.00,in,A
2021-09-10 04:56:22,2021-09-10 04:56:35,0.00,in,A
2021-09-09 10:56:20,2021-09-09 10:56:35,0.00,in,A
2021-09-09 04:56:19,2021-09-09 04:56:35,0.00,in,A
2021-09-08 22:56:18,2021-09-08 22:56:35,0.00,in,A
2021-09-08 10:56:16,2021-09-08 10:56:35,0.00,in,A
2021-09-08 04:56:16,2021-09-08 04:56:35,0.00,in,A
2021-09-07 22:56:15,2021-09-07 22:56:35,0.00,in,A
2021-09-07 16:56:15,2021-09-07 16:56:35,0.00,in,A
2021-09-07 10:56:14,2021-09-07 10:56:35,0.00,in,A
2021-09-07 04:56:12,2021-09-07 04:56:20,0.00,in,A
2021-09-06 22:56:11,2021-09-06 22:56:20,0.00,in,A
2021-09-06 16:56:11,2021-09-06 16:56:20,0.00,in,A
2021-09-06 10:56:10,2021-09-06 10:56:20,0.00,in,A
2021-09-06 04:56:10,2021-09-06 04:56:20,0.00,in,A
2021-09-05 22:56:09,2021-09-05 22:56:20,0.00,in,A
2021-09-05 16:56:08,2021-09-05 16:56:20,0.00,in,A
2021-09-05 10:56:07,2021-09-05 10:56:20,0.00,in,A
2021-09-04 22:56:05,2021-09-04 22:56:20,0.00,in,A
2021-09-04 16:56:05,2021-09-04 16:56:20,0.00,in,A
2021-09-04 10:56:04,2021-09-04 10:56:20,0.00,in,A
2021-09-04 08:35:02,2021-09-04 08:35:05,0.04,in,A
2021-09-04 04:56:03,2021-09-04 04:56:20,0.00,in,A
2021-09-03 22:56:02,2021-09-03 22:56:20,0.00,in,A
2021-09-03 16:56:01,2021-09-03 16:56:20,0.00,in,A
2021-09-03 10:56:00,2021-09-03 10:56:20,0.00,in,A
2021-09-03 04:56:00,2021-09-03 04:56:05,0.00,in,A
2021-09-02 22:55:59,2021-09-02 22:56:20,0.00,in,A
2021-09-02 16:55:58,2021-09-02 16:56:20,0.00,in,A
2021-09-02 10:55:57,2021-09-02 10:56:20,0.00,in,A
2021-09-02 04:55:56,2021-09-02 04:56:05,0.04,in,A
2021-09-01 22:55:55,2021-09-01 22:56:05,0.00,in,A
2021-09-01 19:08:48,2021-09-01 19:09:05,0.04,in,A
2021-09-01 16:55:55,2021-09-01 16:56:05,0.00,in,A
2021-09-01 10:55:54,2021-09-01 10:56:05,0.00,in,A
2021-09-01 04:55:53,2021-09-01 04:56:05,0.00,in,A
2021-08-31 22:55:52,2021-08-31 22:56:05,0.00,in,A
2021-08-31 16:55:51,2021-08-31 16:56:05,0.00,in,A
2021-08-31 10:55:50,2021-08-31 10:56:05,0.00,in,A
2021-08-31 04:55:50,2021-08-31 04:56:05,0.00,in,A
2021-08-30 22:55:49,2021-08-30 22:56:05,0.00,in,A
2021-08-30 16:55:47,2021-08-30 16:56:05,0.00,in,A
2021-08-30 10:55:47,2021-08-30 10:56:05,0.00,in,A
2021-08-29 22:55:45,2021-08-29 22:56:05,0.00,in,A
2021-08-29 16:55:44,2021-08-29 16:56:05,0.00,in,A
2021-08-29 10:55:44,2021-08-29 10:56:05,0.00,in,A
2021-08-29 04:55:43,2021-08-29 04:56:05,0.00,in,A
2021-08-28 22:55:42,2021-08-28 22:56:05,0.00,in,A
2021-08-28 16:55:42,2021-08-28 16:55:50,0.00,in,A
2021-08-28 10:55:40,2021-08-28 10:55:50,0.00,in,A
2021-08-28 04:55:40,2021-08-28 04:55:50,0.00,in,A
2021-08-27 22:55:39,2021-08-27 22:55:50,0.00,in,A
2021-08-27 16:55:38,2021-08-27 16:55:50,0.00,in,A
2021-08-27 10:55:37,2021-08-27 10:55:50,0.00,in,A
2021-08-27 04:55:36,2021-08-27 04:55:50,0.00,in,A
2021-08-26 10:55:34,2021-08-26 10:55:50,0.00,in,A
2021-08-26 04:55:33,2021-08-26 04:55:50,0.00,in,A
2021-08-25 22:55:32,2021-08-25 22:55:50,0.00,in,A
2021-08-25 04:55:30,2021-08-25 04:55:50,0.00,in,A
2021-08-24 22:55:30,2021-08-24 22:55:35,0.00,in,A
2021-08-24 04:55:27,2021-08-24 04:55:35,0.00,in,A
2021-08-23 22:55:26,2021-08-23 22:55:35,0.00,in,A
2021-08-23 16:55:25,2021-08-23 16:55:35,0.00,in,A
2021-08-23 10:55:24,2021-08-23 10:55:35,0.00,in,A
2021-08-23 04:55:23,2021-08-23 04:55:35,0.00,in,A
2021-08-22 16:55:21,2021-08-22 16:55:35,0.00,in,A
2021-08-21 22:55:19,2021-08-21 22:55:35,0.00,in,A
2021-08-21 10:55:19,2021-08-21 10:55:35,0.00,in,A
2021-08-21 04:55:19,2021-08-21 04:55:35,0.00,in,A
2021-08-20 22:55:16,2021-08-20 22:55:35,0.00,in,A
2021-08-20 16:55:17,2021-08-20 16:55:35,0.00,in,A
2021-08-20 10:55:14,2021-08-20 10:55:35,0.00,in,A
2021-08-20 02:20:47,2021-08-20 02:21:05,0.04,in,A
2021-08-20 02:07:56,2021-08-20 02:08:05,0.08,in,A
2021-08-19 16:55:13,2021-08-19 16:55:35,0.00,in,A
2021-08-19 10:55:11,2021-08-19 10:55:20,0.00,in,A
2021-08-19 04:55:10,2021-08-19 04:55:20,0.00,in,A
2021-08-18 22:55:09,2021-08-18 22:55:20,0.00,in,A
2021-08-18 16:55:08,2021-08-18 16:55:20,0.00,in,A
2021-08-18 04:55:06,2021-08-18 04:55:20,0.04,in,A
2021-08-17 10:55:05,2021-08-17 10:55:20,0.00,in,A
2021-08-17 04:55:04,2021-08-17 04:55:20,0.00,in,A
2021-08-16 16:55:02,2021-08-16 16:55:20,0.00,in,A
2021-08-16 10:55:01,2021-08-16 10:55:20,0.00,in,A
2021-08-16 04:55:00,2021-08-16 04:55:20,0.00,in,A
2021-08-15 22:54:59,2021-08-15 22:55:20,0.00,in,A
2021-08-15 16:54:59,2021-08-15 16:55:20,0.00,in,A
2021-08-15 04:54:58,2021-08-15 04:55:20,0.00,in,A
2021-08-14 16:54:55,2021-08-14 16:55:05,0.00,in,A
2021-08-14 04:54:54,2021-08-14 04:55:05,0.00,in,A
2021-08-13 16:54:52,2021-08-13 16:55:05,0.00,in,A
2021-08-13 04:54:50,2021-08-13 04:55:05,0.00,in,A
2021-08-12 10:54:48,2021-08-12 10:55:05,0.00,in,A
2021-08-12 04:54:47,2021-08-12 04:55:05,0.00,in,A
2021-08-11 16:54:46,2021-08-11 16:55:05,0.00,in,A
2021-08-10 16:54:42,2021-08-10 16:54:50,0.00,in,A
2021-08-10 10:54:41,2021-08-10 10:54:50,0.00,in,A
2021-08-10 04:54:41,2021-08-10 04:54:50,0.00,in,A
2021-08-09 22:54:40,2021-08-09 22:54:50,0.00,in,A
2021-08-09 16:54:39,2021-08-09 16:54:50,0.00,in,A
2021-08-09 10:54:38,2021-08-09 10:54:50,0.00,in,A
2021-08-09 04:54:37,2021-08-09 04:54:50,0.00,in,A
2021-08-08 22:54:36,2021-08-08 22:54:50,0.00,in,A
2021-08-08 16:54:36,2021-08-08 16:54:50,0.00,in,A
2021-08-08 04:54:35,2021-08-08 04:54:50,0.00,in,A
2021-08-07 22:54:34,2021-08-07 22:54:50,0.00,in,A
2021-08-07 16:54:33,2021-08-07 16:54:50,0.00,in,A
2021-08-07 10:54:32,2021-08-07 10:54:50,0.00,in,A
2021-08-07 04:54:31,2021-08-07 04:54:50,0.00,in,A
2021-08-06 22:54:30,2021-08-06 22:54:50,0.00,in,A
2021-08-06 22:20:19,2021-08-06 22:20:35,0.04,in,A
2021-08-06 21:35:50,2021-08-06 21:36:05,0.08,in,A
2021-08-06 20:30:51,2021-08-06 20:31:05,0.04,in,A
2021-08-06 19:49:40,2021-08-06 19:49:50,0.04,in,A
2021-08-06 16:54:30,2021-08-06 16:54:50,0.00,in,A
2021-08-06 14:30:30,2021-08-06 14:30:50,0.04,in,A
2021-08-06 10:54:26,2021-08-06 10:54:35,0.00,in,A
2021-08-06 04:54:28,2021-08-06 04:54:50,0.00,in,A
2021-08-05 22:54:27,2021-08-05 22:54:35,0.00,in,A
2021-08-05 16:54:25,2021-08-05 16:54:35,0.00,in,A
2021-08-05 10:54:25,2021-08-05 10:54:35,0.00,in,A
2021-08-05 04:54:24,2021-08-05 04:54:35,0.00,in,A
2021-08-04 22:54:24,2021-08-04 22:54:35,0.00,in,A
2021-08-04 16:54:23,2021-08-04 16:54:35,0.00,in,A
2021-08-04 10:54:22,2021-08-04 10:54:35,0.00,in,A
2021-08-04 04:54:20,2021-08-04 04:54:35,0.00,in,A
2021-08-03 22:54:20,2021-08-03 22:54:35,0.00,in,A
2021-08-03 22:49:32,2021-08-03 22:49:50,0.04,in,A
2021-08-03 22:04:02,2021-08-03 22:04:20,0.04,in,A
2021-08-03 21:21:08,2021-08-03 21:21:20,0.04,in,A
2021-08-03 21:02:41,2021-08-03 21:02:50,0.04,in,A
2021-08-03 20:44:52,2021-08-03 20:45:05,0.04,in,A
2021-08-03 20:25:55,2021-08-03 20:26:05,0.04,in,A
2021-08-03 20:10:21,2021-08-03 20:10:35,0.04,in,A
2021-08-03 19:58:29,2021-08-03 19:58:50,0.08,in,A
2021-08-03 19:36:26,2021-08-03 19:36:35,0.04,in,A
2021-08-03 19:28:31,2021-08-03 19:28:50,0.04,in,A
2021-08-03 19:01:56,2021-08-03 19:02:05,0.04,in,A
2021-08-03 16:54:20,2021-08-03 16:54:35,0.04,in,A
2021-08-03 12:12:23,2021-08-03 12:12:35,0.08,in,A
2021-08-03 11:24:40,2021-08-03 11:24:50,0.04,in,A
2021-08-03 11:13:30,2021-08-03 11:13:50,0.04,in,A
2021-08-03 11:03:10,2021-08-03 11:03:21,0.04,in,A
2021-08-03 10:54:19,2021-08-03 10:54:35,0.00,in,A
2021-08-03 10:46:31,2021-08-03 10:46:50,0.04,in,A
2021-08-03 10:19:58,2021-08-03 10:20:20,0.04,in,A
2021-08-03 04:54:18,2021-08-03 04:54:35,0.00,in,A
2021-08-02 22:54:17,2021-08-02 22:54:35,0.00,in,A
2021-08-02 16:54:16,2021-08-02 16:54:35,0.00,in,A
2021-08-02 10:54:15,2021-08-02 10:54:35,0.00,in,A
2021-08-02 04:54:15,2021-08-02 04:54:35,0.00,in,A
2021-08-01 22:54:14,2021-08-01 22:54:35,0.00,in,A
2021-08-01 16:54:13,2021-08-01 16:54:35,0.00,in,A
2021-08-01 10:54:12,2021-08-01 10:54:20,0.00,in,A
2021-08-01 04:54:11,2021-08-01 04:54:20,0.00,in,A
2021-07-31 22:54:11,2021-07-31 22:54:20,0.00,in,A
2021-07-31 16:54:10,2021-07-31 16:54:20,0.00,in,A
2021-07-31 14:45:23,2021-07-31 14:45:35,0.04,in,A
2021-07-31 14:23:47,2021-07-31 14:24:05,0.04,in,A
2021-07-31 06:15:42,2021-07-31 06:15:50,0.04,in,A
2021-07-31 05:56:21,2021-07-31 05:56:35,0.04,in,A
2021-07-31 04:54:08,2021-07-31 04:54:20,0.04,in,A
2021-07-30 19:32:14,2021-07-30 19:32:35,0.04,in,A
2021-07-30 17:29:55,2021-07-30 17:30:05,0.04,in,A
2021-07-30 17:07:29,2021-07-30 17:07:50,0.04,in,A
2021-07-30 16:54:07,2021-07-30 16:54:20,0.00,in,A
2021-07-30 16:33:52,2021-07-30 16:34:05,0.04,in,A
2021-07-30 16:25:51,2021-07-30 16:26:05,0.04,in,A
2021-07-30 10:54:05,2021-07-30 10:54:20,0.00,in,A
2021-07-29 22:54:04,2021-07-29 22:54:20,0.00,in,A
2021-07-29 04:54:02,2021-07-29 04:54:20,0.00,in,A
2021-07-28 22:54:00,2021-07-28 22:54:20,0.00,in,A
2021-07-28 16:54:01,2021-07-28 16:54:20,0.00,in,A
2021-07-27 04:53:56,2021-07-27 04:54:05,0.00,in,A
2021-07-26 22:53:55,2021-07-26 22:54:05,0.00,in,A
2021-07-26 16:53:53,2021-07-26 16:54:05,0.00,in,A
2021-07-26 10:53:52,2021-07-26 10:54:05,0.00,in,A
2021-07-26 04:53:52,2021-07-26 04:54:05,0.00,in,A
2021-07-25 22:53:52,2021-07-25 22:54:05,0.00,in,A
2021-07-25 16:53:51,2021-07-25 16:54:05,0.00,in,A
2021-07-25 04:53:49,2021-07-25 04:54:05,0.00,in,A
2021-07-24 22:53:48,2021-07-24 22:54:05,0.00,in,A
2021-07-24 16:53:47,2021-07-24 16:54:05,0.00,in,A
2021-07-24 04:53:46,2021-07-24 04:54:05,0.08,in,A
2021-07-23 04:53:42,2021-07-23 04:53:50,0.00,in,A
2021-07-22 04:53:39,2021-07-22 04:53:50,0.00,in,A
2021-07-21 22:53:39,2021-07-21 22:53:50,0.00,in,A
2021-07-21 10:53:37,2021-07-21 10:53:50,0.00,in,A
2021-07-21 04:53:36,2021-07-21 04:53:50,0.00,in,A
2021-07-20 22:53:35,2021-07-20 22:53:50,0.00,in,A
2021-07-20 16:53:34,2021-07-20 16:53:50,0.00,in,A
2021-07-20 10:53:33,2021-07-20 10:53:50,0.00,in,A
2021-07-20 04:53:33,2021-07-20 04:53:50,0.00,in,A
2021-07-19 22:53:32,2021-07-19 22:53:50,0.00,in,A
2021-07-19 16:53:32,2021-07-19 16:53:50,0.00,in,A
2021-07-19 10:53:29,2021-07-19 10:53:50,0.00,in,A
2021-07-19 04:53:30,2021-07-19 04:53:50,0.00,in,A
2021-07-18 16:53:28,2021-07-18 16:53:50,0.00,in,A
2021-07-18 04:53:26,2021-07-18 04:53:35,0.00,in,A
2021-07-17 22:53:25,2021-07-17 22:53:35,0.00,in,A
2021-07-17 16:53:25,2021-07-17 16:53:35,0.00,in,AN
2021-07-16 12:25:50,2021-07-16 12:26:05,0.00,in,A
2021-07-15 17:20:09,2021-07-15 17:20:20,0.04,in,A
2021-07-15 17:18:01,2021-07-15 17:18:20,0.04,in,A
2021-07-15 16:53:18,2021-07-15 16:53:35,0.00,in,A
2021-07-15 15:17:23,2021-07-15 15:17:35,0.04,in,A
2021-07-15 10:53:17,2021-07-15 10:53:35,0.00,in,A
2021-07-15 04:53:17,2021-07-15 04:53:35,0.00,in,A
2021-07-14 22:53:16,2021-07-14 22:53:35,0.00,in,A
2021-07-14 16:53:15,2021-07-14 16:53:35,0.00,in,A
2021-07-14 16:24:25,2021-07-14 16:24:35,0.04,in,A
2021-07-14 16:18:11,2021-07-14 16:18:21,0.04,in,A
2021-07-14 10:53:14,2021-07-14 10:53:35,0.00,in,A
2021-07-13 22:53:12,2021-07-13 22:53:35,0.00,in,A
2021-07-13 16:53:11,2021-07-13 16:53:20,0.00,in,A
2021-07-13 10:53:11,2021-07-13 10:53:20,0.00,in,A
2021-07-13 04:53:10,2021-07-13 04:53:20,0.00,in,A
2021-07-12 22:53:10,2021-07-12 22:53:20,0.00,in,A
2021-07-12 16:53:09,2021-07-12 16:53:20,0.00,in,A
2021-07-12 04:53:07,2021-07-12 04:53:20,0.00,in,A
2021-07-11 10:53:04,2021-07-11 10:53:20,0.00,in,A
2021-07-11 04:53:03,2021-07-11 04:53:20,0.00,in,A
2021-07-10 22:53:03,2021-07-10 22:53:20,0.00,in,A
2021-07-10 16:53:02,2021-07-10 16:53:20,0.00,in,A
2021-07-10 10:53:02,2021-07-10 10:53:20,0.00,in,A
2021-07-10 04:53:01,2021-07-10 04:53:20,0.00,in,A
2021-07-09 22:52:59,2021-07-09 22:53:20,0.00,in,A
2021-07-09 16:52:56,2021-07-09 16:53:05,0.00,in,A
2021-07-09 10:52:54,2021-07-09 10:53:05,0.00,in,A
2021-07-09 04:52:57,2021-07-09 04:53:05,0.00,in,A
2021-07-08 22:52:57,2021-07-08 22:53:05,0.00,in,A
2021-07-08 16:52:56,2021-07-08 16:53:05,0.00,in,A
2021-07-08 10:52:52,2021-07-08 10:53:05,0.00,in,A
2021-07-08 04:52:52,2021-07-08 04:53:05,0.00,in,A
2021-07-07 22:52:53,2021-07-07 22:53:05,0.00,in,A
2021-07-07 16:52:52,2021-07-07 16:53:05,0.00,in,A
2021-07-07 10:52:52,2021-07-07 10:53:05,0.00,in,A
2021-07-07 04:52:50,2021-07-07 04:53:05,0.00,in,A
2021-07-06 16:52:49,2021-07-06 16:53:05,0.00,in,A
2021-07-06 10:52:49,2021-07-06 10:52:50,0.00,in,A
2021-07-06 04:52:47,2021-07-06 04:53:05,0.00,in,A
2021-07-05 22:52:46,2021-07-05 22:53:05,0.00,in,A
2021-07-05 16:52:49,2021-07-05 16:53:05,0.00,in,A
2021-07-05 10:52:45,2021-07-05 10:53:05,0.00,in,A
2021-07-05 04:52:44,2021-07-05 04:53:05,0.00,in,A
2021-07-04 22:52:44,2021-07-04 22:53:05,0.00,in,A
2021-07-04 16:52:43,2021-07-04 16:53:05,0.04,in,A
2021-07-04 04:52:41,2021-07-04 04:52:50,0.04,in,A
2021-07-03 14:51:33,2021-07-03 14:51:50,0.04,in,A
2021-07-03 14:46:03,2021-07-03 14:46:20,0.04,in,A
2021-07-03 14:39:07,2021-07-03 14:39:20,0.04,in,A
2021-07-03 11:05:11,2021-07-03 11:05:20,0.04,in,A
2021-07-03 10:52:36,2021-07-03 10:52:50,0.00,in,A
2021-07-03 04:52:37,2021-07-03 04:52:50,0.00,in,A
2021-07-02 22:52:37,2021-07-02 22:52:50,0.00,in,A
2021-07-02 16:52:35,2021-07-02 16:52:50,0.00,in,A
2021-07-02 16:31:07,2021-07-02 16:31:20,0.04,in,A
2021-07-02 16:17:41,2021-07-02 16:17:50,0.04,in,A
2021-07-02 10:52:35,2021-07-02 10:52:50,0.00,in,A
2021-07-01 22:52:34,2021-07-01 22:52:50,0.00,in,A
2021-07-01 18:55:57,2021-07-01 18:56:05,0.04,in,A
2021-07-01 18:17:18,2021-07-01 18:17:35,0.04,in,A
2021-07-01 16:52:33,2021-07-01 16:52:50,0.00,in,A
2021-07-01 16:22:39,2021-07-01 16:22:50,0.04,in,A
2021-07-01 16:19:07,2021-07-01 16:19:20,0.04,in,A
2021-07-01 16:17:26,2021-07-01 16:17:35,0.04,in,A
2021-07-01 16:09:57,2021-07-01 16:10:05,0.04,in,A
2021-07-01 04:52:31,2021-07-01 04:52:50,0.00,in,A
2021-06-30 22:52:30,2021-06-30 22:52:50,0.00,in,A
2021-06-30 16:52:30,2021-06-30 16:52:50,0.00,in,A
2021-06-30 10:52:26,2021-06-30 10:52:35,0.00,in,A
2021-06-30 04:52:28,2021-06-30 04:52:50,0.00,in,A
2021-06-29 22:52:27,2021-06-29 22:52:35,0.00,in,A
2021-06-29 16:52:26,2021-06-29 16:52:35,0.00,in,A
2021-06-29 10:52:26,2021-06-29 10:52:35,0.00,in,A
2021-06-29 04:52:25,2021-06-29 04:52:35,0.00,in,A
2021-06-28 22:52:23,2021-06-28 22:52:35,0.00,in,A
2021-06-28 16:52:22,2021-06-28 16:52:35,0.04,in,A
2021-06-28 11:35:20,2021-06-28 11:35:35,0.00,in,A
2021-06-28 11:30:45,2021-06-28 11:31:05,0.04,in,A
2021-06-28 11:26:58,2021-06-28 11:27:20,0.04,in,A
2021-06-28 04:52:21,2021-06-28 04:52:35,0.00,in,A
2021-06-27 22:52:18,2021-06-27 22:52:35,0.00,in,A
2021-06-27 21:28:20,2021-06-27 21:28:35,0.04,in,A
2021-06-27 16:52:19,2021-06-27 16:52:35,0.00,in,A
2021-06-27 16:50:16,2021-06-27 16:50:35,0.04,in,A
2021-06-27 16:45:48,2021-06-27 16:46:05,0.04,in,A
2021-06-27 10:52:18,2021-06-27 10:52:35,0.00,in,A
2021-06-27 04:52:18,2021-06-27 04:52:35,0.00,in,A
2021-06-26 22:52:16,2021-06-26 22:52:35,0.00,in,A
2021-06-26 19:34:26,2021-06-26 19:34:35,0.04,in,A
